,PGE_valley,SCE
0,410.8564357352751,65.10561273197932
1,410.8564357352751,65.10561273197932
2,410.8564357352751,65.10561273197932
3,410.8564357352751,65.10561273197932
4,410.8564357352751,65.10561273197932
5,410.8564357352751,65.10561273197932
6,410.8564357352751,65.10561273197932
7,410.8564357352751,65.10561273197932
8,410.8564357352751,65.10561273197932
9,410.8564357352751,65.10561273197932
10,410.8564357352751,65.10561273197932
11,410.8564357352751,65.10561273197932
12,410.8564357352751,65.10561273197932
13,410.8564357352751,65.10561273197932
14,410.8564357352751,65.10561273197932
15,410.8564357352751,65.10561273197932
16,410.8564357352751,65.10561273197932
17,410.8564357352751,65.10561273197932
18,410.8564357352751,65.10561273197932
19,410.8564357352751,65.10561273197932
20,410.8564357352751,65.10561273197932
21,410.8564357352751,65.10561273197932
22,410.8564357352751,65.10561273197932
23,410.8564357352751,65.10561273197932
24,410.8564357352751,59.40401422893313
25,410.8564357352751,59.40401422893313
26,410.8564357352751,59.40401422893313
27,410.8564357352751,59.40401422893313
28,410.8564357352751,59.40401422893313
29,410.8564357352751,59.40401422893313
30,410.8564357352751,59.40401422893313
31,410.8564357352751,59.40401422893313
32,410.8564357352751,59.40401422893313
33,410.8564357352751,59.40401422893313
34,410.8564357352751,59.40401422893313
35,410.8564357352751,59.40401422893313
36,410.8564357352751,59.40401422893313
37,410.8564357352751,59.40401422893313
38,410.8564357352751,59.40401422893313
39,410.8564357352751,59.40401422893313
40,410.8564357352751,59.40401422893313
41,410.8564357352751,59.40401422893313
42,410.8564357352751,59.40401422893313
43,410.8564357352751,59.40401422893313
44,410.8564357352751,59.40401422893313
45,410.8564357352751,59.40401422893313
46,410.8564357352751,59.40401422893313
47,410.8564357352751,59.40401422893313
48,410.8564357352751,65.10561273197932
49,410.8564357352751,65.10561273197932
50,410.8564357352751,65.10561273197932
51,410.8564357352751,65.10561273197932
52,410.8564357352751,65.10561273197932
53,410.8564357352751,65.10561273197932
54,410.8564357352751,65.10561273197932
55,410.8564357352751,65.10561273197932
56,410.8564357352751,65.10561273197932
57,410.8564357352751,65.10561273197932
58,410.8564357352751,65.10561273197932
59,410.8564357352751,65.10561273197932
60,410.8564357352751,65.10561273197932
61,410.8564357352751,65.10561273197932
62,410.8564357352751,65.10561273197932
63,410.8564357352751,65.10561273197932
64,410.8564357352751,65.10561273197932
65,410.8564357352751,65.10561273197932
66,410.8564357352751,65.10561273197932
67,410.8564357352751,65.10561273197932
